C0 C1 Cinter N sigmaAdd sigmaObs sigmaV sigmaX tpsInt rmseW
0.718929 0.88332 37.47744 1852.69664 0.111028 0.650397 0.513393 4.205943 19.026002 0.02937
1.182862 1.716531 13.810153 2298.36931 0.633894 0.573689 0.027421 6.314147 22.996145 0.032951
0.336693 0.583164 93.141817 445.434286 1.939242 2.017534 0.534914 0.313559 6.578173 0.629063
1.340417 2.19851 8.215279 724.487392 1.386486 0.631607 1.02136 3.492237 14.03385 0.315103
1.161535 1.608429 66.661793 1724.921671 1.355192 1.039198 1.090759 9.859465 19.961169 0.076715
2.060971 2.403326 5.047738 2209.139432 0.893808 1.657347 0.690048 0.344468 7.272015 0.056095
1.690958 2.16655 42.914352 767.675693 0.368769 1.852669 0.364469 5.532762 29.804958 0.081204
1.075022 2.404573 16.662818 1028.849661 0.833935 1.647488 0.507582 2.667469 20.183192 0.066075
1.508941 1.039652 33.24463 1756.89846 0.288224 1.21157 1.094118 10.708778 6.776381 0.038839
0.403986 2.166831 71.065358 2217.09872 1.468788 1.856524 0.634169 10.338303 7.244562 0.054076
1.89947 0.224175 8.625457 657.322396 0.883289 1.115739 0.682347 0.540427 9.340266 0.083825
1.619368 2.388209 70.124155 1288.234306 1.299949 0.283949 0.632252 1.732522 20.882518 0.166021
1.010984 2.383401 92.374698 1295.446982 0.606869 0.140672 1.069317 7.323508 28.348605 0.076334
1.694482 0.414725 52.000323 606.149445 1.992499 1.802361 0.576157 3.721151 7.453033 0.169133
0.909504 1.131316 84.670589 1082.084974 1.085178 0.596037 0.10776 1.594156 13.918937 0.153753
0.424546 2.078883 90.409327 1465.603408 1.394649 1.47594 0.400308 6.982817 28.084789 0.122257
0.475112 0.688753 88.79269 2158.026891 1.312201 1.97182 0.357836 4.550113 28.898166 0.049786
0.357478 0.165003 67.497888 2468.73709 0.938193 1.040873 0.364863 11.057574 8.777902 0.036351
0.630863 1.598437 20.140998 1372.33905 0.967087 1.82271 1.068453 10.021606 16.298197 0.052559
2.343703 0.646245 26.218525 1488.160987 1.058619 1.47372 0.323801 3.942981 15.030382 0.057493
1.287688 0.669653 60.640699 695.743453 2.015331 1.40698 0.059155 10.258144 16.695669 0.186769
1.988705 0.163932 57.31984 1551.238666 1.875261 0.521656 0.138099 1.272632 20.594875 0.147607
1.362693 1.76274 17.15761 2051.203907 1.037027 1.343287 0.424648 4.14205 12.232326 0.047098
1.412884 0.759733 87.600988 2376.51632 0.372464 0.134751 0.38635 7.781015 18.415072 0.026191
0.37029 0.442068 88.013142 1312.244034 1.116583 0.287202 0.693457 10.915475 29.69106 0.107337
2.368421 0.183677 15.828096 1960.089623 0.778577 1.859684 0.026329 6.802707 9.547602 0.04022
2.375928 2.002187 72.451894 2301.6617 1.981197 0.409415 0.638523 10.06732 5.349085 0.144146
1.97866 0.669395 54.982016 939.159991 1.409238 0.986597 0.945451 5.483872 20.659047 0.113642
1.520866 0.645662 89.915301 2057.301138 1.336454 1.167088 0.251129 5.920141 19.058935 0.059336
2.487468 0.052981 78.140797 1245.763412 0.493834 0.295057 0.625334 3.56607 24.967396 0.042497
2.289627 0.264182 5.400613 2247.243802 1.02169 1.119152 1.025316 3.0248 29.449274 0.048636
2.407423 2.068484 63.183919 685.06552 1.326876 0.835089 0.629921 6.534107 16.006763 0.140183
2.165795 2.384411 21.821566 2169.000501 2.085322 1.692568 0.919226 6.350453 20.153304 0.096247
0.338767 1.472546 32.300931 1732.237909 0.583402 1.827037 0.409025 6.486313 29.579629 0.048309
1.495143 1.336863 23.991332 993.513816 1.228706 0.422696 0.630432 8.665511 22.16423 0.148543
2.081456 2.283968 31.387788 1656.392266 0.570754 0.371097 0.256778 5.177761 19.172005 0.041569
0.304649 2.132297 14.52696 2020.626776 1.626066 1.547176 0.668403 1.098281 13.942612 0.463344
1.227068 2.261684 69.443938 1460.33604 1.129648 1.470305 1.041467 3.548681 18.876116 0.052538
2.210523 1.628047 68.337982 1296.712653 1.711923 1.76691 0.646656 4.701779 23.080011 0.069121
2.019859 1.044537 7.216392 1578.101719 1.984605 0.165627 0.135608 8.700716 6.635553 0.188032
2.1385 2.296732 35.276754 2124.960793 0.142213 1.614802 1.021495 2.523292 10.903437 0.045917
1.142529 1.192033 46.924047 749.61678 0.527162 1.827151 0.086661 10.173338 12.824652 0.092232
1.833543 0.624847 85.094304 1647.25869 1.947662 1.13144 0.262247 2.956775 11.851966 0.126954
0.49632 0.427497 43.537764 1823.737764 0.128193 1.168522 0.999083 7.542249 23.726887 0.041515
0.515372 0.449793 44.595116 2330.868903 0.62193 1.377892 0.299754 2.800467 20.199753 0.044714
1.539805 0.860865 75.072874 953.217131 1.597195 0.210713 0.952798 5.654752 7.829146 0.178464
0.415014 1.90972 78.242998 1557.790191 0.37127 0.995563 0.113981 9.882196 29.696793 0.04543
1.395463 1.041553 87.499899 510.474645 1.90042 0.712765 0.737368 4.707544 18.527119 0.290953
1.074883 0.663188 84.492067 1894.727794 1.848099 0.314994 0.468969 7.034008 17.901206 0.145673
0.399419 0.440697 92.017082 1427.28608 1.757421 1.208821 0.724807 1.165442 21.678433 0.146261
1.035004 1.923486 66.826751 2305.536138 1.678163 0.508119 0.41194 0.169672 6.660483 0.191472
1.429106 1.182325 57.290895 1030.009457 0.250016 2.067506 1.0736 0.992829 16.753656 0.066586
0.354828 1.401495 44.33496 1602.554532 2.077237 1.31235 0.509587 10.775225 13.403078 0.21868
1.807683 0.167662 3.132912 925.071582 1.929781 1.114726 0.913166 2.618998 17.722896 0.182847
1.676775 1.592356 23.499432 2224.357673 0.431239 0.835097 0.674085 9.112567 18.26564 0.02798
1.997155 0.557832 99.24447 586.517676 0.789233 1.685093 0.029506 10.681494 24.374651 0.072597
1.421254 1.162226 70.756741 1448.038738 1.603871 0.112801 0.510652 10.672761 9.82136 0.147225
2.237668 0.622768 37.051361 1464.854115 1.133719 1.274548 0.56307 5.047835 19.51863 0.059408
1.505484 0.76979 11.100009 766.318959 1.613561 2.055832 1.071588 6.65931 16.455502 0.115224
1.789549 1.05297 34.995291 2055.278473 0.334641 0.664969 0.970332 1.391602 7.16193 0.027462
1.948071 0.088464 54.278198 2401.404698 1.582527 0.835122 0.44358 1.884442 12.833373 0.091844
1.869441 0.722696 58.617747 982.788464 0.345046 0.582976 0.674238 0.39426 9.698387 0.03498
1.474908 0.330982 48.293755 2292.669907 1.442156 1.540905 0.143661 6.640334 12.721709 0.060847
2.046062 1.265879 68.758551 1830.54856 0.431903 0.73366 0.568105 4.672227 15.951884 0.028745
0.862489 1.018874 22.986021 605.746239 1.995694 1.130859 0.511697 0.821634 8.604257 0.568252
0.416057 2.025109 90.399937 753.010185 1.879787 1.551329 0.269451 8.441376 5.670618 0.391592
2.458734 1.095504 81.99768 2083.475409 1.179065 0.421965 0.66811 10.167051 25.219846 0.085461
1.417903 0.728024 93.204273 430.598903 1.339445 0.85215 0.070042 1.198874 11.54329 0.185523
1.438394 0.520048 80.782654 2361.922242 1.576546 1.787287 0.015994 10.458045 29.282789 0.058278
1.86281 0.439342 15.753308 1880.370523 0.11666 0.827805 0.510149 2.681583 10.334859 0.027896
2.15569 1.682441 98.676804 771.262378 1.564885 0.634796 0.996533 7.905602 7.400816 0.180189
1.471151 0.007548 77.96297 1723.138763 1.378767 1.885456 0.377507 0.865535 19.482744 0.070428
2.236538 2.390188 11.06869 1487.873332 0.80006 1.900937 0.071048 4.102658 10.276751 0.089839
0.320698 1.369289 96.802668 1669.638298 0.70864 0.400518 1.072492 3.878934 20.889348 0.112185
2.327491 2.189465 64.646267 1838.796038 0.10727 0.386072 0.961502 7.745889 12.594087 0.018862
1.552028 0.442513 70.095013 559.338864 0.727808 1.381908 0.504382 7.065162 25.594916 0.07177
2.113538 1.608756 26.392016 1513.483979 1.505961 0.836066 1.086023 7.066675 12.558426 0.113683
1.940243 0.424554 66.472586 1299.903962 0.620557 0.640878 0.820649 11.086936 16.349557 0.042252
1.993685 0.654275 95.812172 1218.454149 0.173933 2.062204 0.704413 2.475507 18.522215 0.060343
0.729948 0.125309 52.405799 2217.360242 1.590724 1.09436 0.838908 5.502996 26.429399 0.089698
0.763559 0.12451 65.053908 1158.981281 1.674454 0.656482 0.102446 9.938423 5.232122 0.157839
2.244413 0.2098 14.627828 417.725252 1.020568 0.640022 0.110541 9.498681 8.555938 0.145814
0.647283 0.996618 47.804192 650.163209 1.471158 0.305479 0.588709 3.559646 22.432077 0.26636
1.320723 2.431989 38.683907 602.903222 0.494835 0.342786 0.944252 5.605121 26.035073 0.101125
2.466543 1.377111 46.148902 674.625195 0.75755 1.326777 0.042732 5.004149 9.70098 0.078537
0.882215 1.092968 53.585736 2372.719541 1.758164 1.67194 0.199105 4.827223 8.434388 0.052463
0.954036 0.227554 47.759487 1784.156542 1.323647 0.371188 0.802455 4.013004 21.509246 0.103922
0.590172 2.211897 79.566193 1291.889418 1.852806 1.697344 0.864902 3.844292 15.536088 0.252109
1.80962 0.602202 9.924525 923.764723 0.11148 0.201391 0.208474 9.808048 7.746381 0.017231
1.777518 0.015531 66.993991 2198.576406 0.478342 1.301153 1.067414 6.249974 15.770205 0.026936
1.154191 0.515805 92.180623 1992.575017 1.076474 0.288885 0.252993 5.138593 15.764398 0.080537
0.704107 1.358026 45.518466 2476.882422 0.395637 1.189633 0.307623 6.517027 20.141019 0.037971
1.273715 0.022413 29.942895 2024.449853 1.691411 0.817121 0.591949 2.312169 23.856049 0.111455
2.232918 0.813481 69.380971 2104.553229 0.280691 0.644613 1.006215 7.483941 24.490286 0.020403
0.325707 0.323569 34.21759 1605.230184 1.796509 0.549055 0.304119 2.508249 17.231981 0.203748
0.714338 0.014754 24.598619 416.177557 0.185546 0.839319 0.136427 7.771437 21.763136 0.049536
2.388037 0.261033 74.112541 2489.585465 1.369196 0.543953 0.366852 1.881183 12.790188 0.083335
0.488385 2.261456 87.515085 1819.909461 0.905632 0.896806 0.829822 2.032543 14.244022 0.155009
1.203985 0.040913 55.414228 1119.069522 1.183998 0.800419 0.31015 4.715997 8.503874 0.09699
2.22603 1.43934 65.949861 548.179641 1.202988 0.284348 0.309923 5.378334 25.466066 0.185787
0.368105 1.903679 64.330954 1253.480545 1.962524 1.788425 0.323694 8.987321 7.591916 0.223935
1.385966 0.175108 70.338029 1432.151803 0.848541 0.279054 0.260992 6.32673 7.759814 0.073887
0.763022 1.365632 97.958885 2348.169789 1.938437 1.96142 0.688245 1.824536 23.005782 0.068708
1.402727 0.484514 57.396616 718.034425 1.091771 0.754014 0.033495 6.497666 5.119841 0.101679
1.901626 1.533729 96.767974 743.200601 0.269982 1.978208 0.988498 0.191374 9.758548 0.074073
2.38934 1.779911 60.762263 2425.999336 0.26799 0.285287 0.762029 0.697577 11.624998 0.018279
1.893408 1.64071 76.079786 1730.802095 1.831899 1.093046 0.351731 4.366329 24.258514 0.113149
0.578661 2.429781 29.820627 544.489976 1.182917 1.464616 0.026178 5.062155 15.852378 0.498619
0.3719 0.287204 95.302465 1119.914974 2.09076 2.042736 0.788931 0.733807 9.002838 0.113482
2.244145 1.972415 19.135958 1125.659472 2.069338 1.176894 0.960738 3.240796 6.598216 0.203504
1.071917 0.191129 80.417552 779.503485 2.068536 0.650591 0.519186 3.886846 24.99466 0.227262
1.87064 0.862219 6.812242 1477.506835 1.060912 0.832457 0.708034 0.833022 23.54487 0.065984
2.487167 0.675338 20.871855 602.206102 1.941806 2.030263 1.075574 5.736252 10.863328 0.166418
1.16152 0.651916 72.163067 826.321669 1.849586 1.35512 0.393066 4.03724 13.680683 0.13705
1.631635 0.982785 77.556283 401.333794 1.972891 0.363111 1.073051 0.69301 24.03943 0.393204
2.307815 1.363895 77.1486 1215.450564 0.400754 2.022883 0.296541 9.992831 25.16976 0.081556
1.10495 0.438751 30.817734 1784.464485 1.093994 0.581501 0.949761 8.527348 16.168876 0.077567
1.672424 0.821881 77.028914 2212.635892 0.580463 1.848028 0.802877 3.875786 20.172661 0.045635
0.425607 1.222319 70.468759 703.619924 0.421303 1.906499 1.043789 8.565898 18.76529 0.075944
1.716445 2.255114 96.139331 1134.913574 0.125368 0.741748 0.682898 7.734206 9.614891 0.038535
1.44225 1.400771 36.546875 1604.455965 0.819492 1.281154 1.076265 0.180922 14.319409 0.04614
1.272689 1.817046 49.934646 1358.333053 0.714603 0.284673 0.586127 3.462721 13.824925 0.09183
0.603635 0.50532 90.653884 1707.373005 0.207522 0.696813 0.973257 8.553594 28.878685 0.027445
2.2222 2.325469 27.763189 1572.582691 1.202056 1.707232 0.849597 11.013808 20.249522 0.052911
0.857171 2.430459 91.711831 2018.66272 0.984296 0.605267 0.485631 1.06152 17.451113 0.153047
2.350308 0.950549 3.104605 777.702596 0.161145 1.478012 0.752654 1.35713 28.350973 0.078488
0.481551 1.103224 88.536675 2492.64254 0.485354 0.353925 0.981455 3.793051 16.580354 0.033229
0.7539 2.138181 94.080667 741.793667 1.065212 1.317352 0.231274 7.53765 21.432594 0.082424
1.278854 1.722263 3.910117 866.514328 0.556884 1.410294 0.608974 0.815238 29.954665 0.072654
1.267459 2.069987 78.089518 585.161537 1.362182 0.555104 0.465896 3.300401 16.145349 0.321985
1.676135 1.966173 29.302443 1136.239393 0.801787 1.109084 0.390096 9.195921 10.860433 0.051237
1.561331 1.375161 58.785448 1789.450998 1.167369 1.864824 0.402476 9.46916 7.309075 0.056907
0.627444 1.206079 18.925528 987.248598 1.547988 0.110256 0.774341 9.730125 16.550301 0.185221
2.377269 1.688331 82.515288 2153.950097 0.660033 0.927633 0.121657 1.651449 20.615169 0.032901
2.488814 1.995855 51.812971 527.594918 2.001361 0.854821 0.983988 10.10294 13.934022 0.273637
1.145892 1.709852 64.994389 2437.510874 1.379315 1.012775 0.965055 2.075456 13.518551 0.077824
1.551178 1.157305 73.092309 978.029231 1.551584 1.505956 0.297628 9.051439 28.281568 0.07504
1.399322 0.535926 56.215966 1692.666472 1.382798 1.784008 0.159447 3.318372 26.993959 0.060709
1.01416 0.554923 49.762179 2031.329524 2.037026 0.988708 1.067865 6.062028 22.641155 0.134647
2.374224 1.126467 30.165328 794.633041 0.385672 0.854346 0.9398 7.831218 5.89055 0.045497
1.469347 0.712455 73.944718 2251.165771 1.631156 1.443762 0.512928 9.338733 15.203529 0.06749
2.066152 1.343298 99.113135 432.636018 1.641424 1.413823 0.348023 1.790478 24.584646 0.185433
2.042766 0.266686 42.76725 1795.682131 1.673651 0.630139 0.364152 1.023959 28.917628 0.119319
1.706546 2.259903 56.521652 2391.112638 1.40237 0.90466 0.316904 7.090769 14.636621 0.075011
1.967244 1.114489 54.302165 1600.175347 1.058645 1.882145 0.791234 10.336065 16.87759 0.055391
1.469757 0.75571 89.128341 2419.295767 0.178166 0.916614 0.832968 3.664749 22.693576 0.02676
1.182233 2.289331 15.055697 1415.334124 1.978318 0.158891 0.353516 2.038174 23.159143 0.195959
1.15452 2.381183 94.268753 1297.639772 0.391327 0.57992 0.354069 6.410757 20.468109 0.036697
0.948009 1.063709 56.087867 2126.750534 0.44496 2.084582 0.676661 4.985519 24.199334 0.052733
0.774067 2.464222 76.216989 2179.010034 0.88701 1.186426 0.651771 9.923121 27.304408 0.036825
0.759728 1.597778 57.19488 1821.140556 1.249269 1.622691 1.01635 2.112622 27.485935 0.06764
1.029038 2.208053 3.135587 1552.891758 2.050214 0.833867 0.481364 3.00315 9.405028 0.276415
1.216821 1.187313 75.248452 866.284664 1.925886 0.893625 0.010449 2.316176 25.337438 0.260491
2.212293 1.199106 83.968009 1608.528372 1.927289 1.776809 0.003862 3.226802 5.306801 0.074988
1.584047 2.144182 80.6376 1992.869644 0.232924 0.956735 0.065209 9.070293 14.814713 0.040588
2.282708 1.487955 8.37735 1756.537903 0.860568 1.604842 1.065584 7.957773 8.623835 0.053306
1.894542 0.527148 55.892443 2123.492708 1.94628 0.856383 0.317682 2.972332 6.288387 0.123778
1.901871 0.692823 32.31152 1319.997454 0.161694 0.343751 0.953033 2.469598 14.161187 0.020524
1.386801 2.271041 54.133821 1119.798806 1.583668 0.912087 0.438286 5.959754 18.586035 0.154572
0.92834 1.76968 36.752679 2434.276786 0.54023 0.374247 0.876112 1.42614 24.557049 0.0591
2.486223 2.130821 97.434207 556.842776 0.211747 0.337204 1.014721 10.972384 29.620164 0.034163
1.5934 0.300894 9.631214 1227.105036 0.88814 1.545678 0.71741 8.471332 27.740508 0.05166
1.173411 1.131812 46.422074 1769.639243 1.985676 1.291356 0.84759 0.791762 11.42157 0.112891
1.808453 1.215077 6.015362 651.013622 0.823781 0.580107 0.300645 8.826255 13.824723 0.096222
0.327961 0.210338 69.427214 2495.68933 1.300589 0.148549 1.019311 0.693531 29.567185 0.094071
0.795198 0.198382 13.55617 1261.764142 1.85961 1.404963 0.40145 1.406694 27.138173 0.119448
1.678164 2.385845 17.195504 1280.826281 1.409963 0.757879 0.084399 4.504233 27.81154 0.176622
1.230935 2.376007 55.780139 1055.675082 1.414488 0.897886 0.226794 4.117492 17.071698 0.178095
1.005258 1.974838 42.885085 1496.767093 1.141938 0.781362 0.230091 8.061488 22.778197 0.078977
0.872923 1.310548 27.243388 2042.085902 1.258033 1.914085 0.320543 10.131075 28.331443 0.063225
0.873184 0.287514 29.96266 724.753485 1.291047 1.092439 0.909368 2.234752 6.2107 0.101762
0.562532 1.902167 96.663999 667.358331 0.372745 0.645093 0.99242 6.944349 16.655857 0.061995
1.805788 1.063568 86.513333 551.120469 0.498301 1.047803 0.010025 5.441189 20.831022 0.069932
1.067688 0.737387 55.615085 900.91207 0.315331 0.611425 0.928733 4.946683 10.788382 0.037537
1.634331 1.573203 67.031931 910.329537 0.791792 0.296147 0.096307 4.933906 7.014897 0.096275
1.444955 0.12562 25.541068 1735.795946 0.225764 1.806757 1.030914 0.833858 21.070332 0.043313
0.720374 1.354709 39.675079 1955.907751 0.767907 1.241156 0.23112 9.930078 18.179128 0.044067
0.625962 2.055347 4.017931 1090.796815 1.695773 1.961929 0.319243 4.387783 16.165691 0.322604
0.653117 0.94533 15.468923 2393.805681 0.502211 1.362639 0.859647 0.111149 6.367512 0.039856
0.500733 0.808113 58.60977 1930.805827 0.71407 1.927333 1.084509 1.728443 15.475045 0.04629
2.325323 2.087895 81.398594 2378.218526 0.363393 2.024488 0.198041 2.371591 10.347229 0.049046
2.407029 0.679662 93.727002 634.714633 1.482079 2.0202 0.258855 8.673705 18.360327 0.107748
2.244311 1.226856 35.619974 1548.256688 1.525856 0.248477 0.201466 8.383767 19.127626 0.138488
1.574184 0.199202 37.74038 2352.480694 1.000174 0.357353 1.008052 2.378371 28.688957 0.066495
0.720373 2.1355 29.607194 727.050547 1.699471 0.997567 0.177346 3.712496 5.606985 0.558765
0.900383 0.384513 93.973035 739.648125 1.383554 0.58859 0.953537 4.505521 29.676535 0.154233
0.425027 0.248714 38.095587 2446.570004 0.313562 0.270378 0.038404 2.398262 12.749681 0.018052
1.131203 0.435091 13.773903 1840.012194 1.20608 1.867873 0.900448 0.017642 24.61319 0.070101
1.877522 0.125019 6.077381 1589.988364 1.327759 1.448789 0.167159 3.950878 6.229565 0.072843
2.253661 0.250856 81.337599 2376.811796 1.520086 1.467467 0.960797 3.894576 9.769863 0.069228
0.363396 1.963047 22.286367 825.369587 0.321984 1.212225 0.464336 2.133589 19.524958 0.085243
0.302195 1.412525 63.396532 1512.634133 0.137127 0.32195 0.173678 4.333217 22.551999 0.036095
0.527437 0.984488 39.695938 1115.917316 0.905351 0.718222 0.857748 6.709153 17.040409 0.070615
0.852545 1.554711 4.050861 546.254465 2.052384 1.810272 0.317019 9.063729 29.60983 0.555044
1.876938 2.349066 86.883275 500.837513 2.074513 1.34264 0.516886 8.67408 18.795325 0.234951
1.576821 1.749373 92.82186 1725.480787 1.743075 1.496723 0.41004 4.918267 22.250649 0.071425
1.379739 1.83365 53.30736 1954.054227 0.555438 1.675741 0.271998 7.803569 9.284243 0.052558
1.69117 2.225031 70.369361 723.640549 0.719107 0.978 0.253497 1.616688 28.58147 0.084057
1.815808 0.597186 96.109121 812.139248 2.013319 1.603332 0.027619 7.418326 22.599124 0.163285
1.05582 1.402094 36.808227 1242.480338 1.08375 0.573659 0.973849 9.790534 19.381217 0.097167
0.404971 1.384148 23.327851 694.449692 0.449625 0.77122 0.75058 1.143534 18.464181 0.140706
2.010139 0.855361 43.003668 1127.627259 0.948791 0.62339 1.093537 4.047908 5.892547 0.072604
1.132834 0.359518 66.147064 548.302375 1.447557 1.444288 0.589538 8.62863 22.769844 0.13043
2.267963 0.534198 33.117126 1584.03692 0.67937 0.562531 0.531839 1.720417 13.998952 0.041201
1.680087 1.409998 58.776814 1620.991556 1.186329 0.457875 0.482546 1.789815 12.877476 0.11139
1.578245 0.719266 46.230778 1783.378731 1.648895 2.025311 0.609161 9.166259 9.873038 0.065042
1.971472 0.762422 23.354869 1696.591092 1.703961 1.255432 0.857005 9.690518 27.577633 0.104194
1.99726 1.029092 43.477272 1573.618202 0.325723 0.87242 0.01883 1.323336 17.002627 0.040576
0.36644 0.005796 87.78194 2456.585072 1.854711 1.752331 0.697813 1.888573 7.894806 0.085082
2.108486 0.113282 93.308517 2457.224278 1.292171 1.984954 0.607916 5.222288 17.856309 0.050687
2.408843 1.940877 65.649221 2344.394681 1.655082 1.077792 1.028262 7.290781 28.223646 0.087973
0.437461 2.432001 76.831268 654.566712 0.11437 1.367677 0.883759 7.596451 28.807973 0.068026
0.955417 0.627331 85.37171 2496.562358 1.862927 0.753915 0.767861 9.890936 20.183555 0.118124
2.177639 2.124504 61.467692 735.118964 0.785032 1.474819 0.980035 1.69072 17.842283 0.068723
1.388328 2.317288 35.421412 1006.630136 0.756234 1.593123 0.201128 10.078026 19.955113 0.071005
1.543403 0.840877 38.472662 2441.532953 1.354827 0.807146 1.059262 1.780934 25.14828 0.071739
0.950648 0.844365 73.264962 2091.744298 1.796711 1.283114 1.056363 4.979946 7.937146 0.087039
1.652591 1.114342 78.264443 1038.95874 0.725174 0.164589 0.376676 2.220515 12.546097 0.085599
2.002261 2.433259 89.79806 620.939661 1.606776 0.826379 0.733042 7.445836 29.794105 0.215429
1.821696 0.051817 98.044229 1328.243747 0.551987 2.047325 0.657058 7.614192 27.166575 0.044337
1.056433 1.870113 45.587801 868.187871 1.307311 1.770741 0.015215 11.033604 14.279715 0.103163
0.806392 1.820941 28.275931 1651.231196 0.65449 0.585895 0.158004 5.457262 5.692373 0.04075
0.79191 1.743843 62.688662 2256.634531 0.201974 1.801133 0.62029 1.974297 18.929568 0.043022
2.447983 2.237506 45.718946 2490.258207 0.206383 0.911876 0.913982 4.384224 6.09987 0.030352
1.316831 1.439097 68.916554 1279.876701 1.551184 0.777337 0.960703 10.011015 12.804267 0.129842
1.024708 0.980931 57.526358 1657.256616 1.271657 0.116384 0.553814 6.589552 16.195647 0.111337
1.23331 2.077492 68.226776 649.877467 0.716435 0.550317 0.706386 7.706768 24.884756 0.078716
0.629374 0.600583 92.11184 1740.157169 1.596907 1.006523 0.301909 9.406159 22.801789 0.098596
0.97243 2.136291 36.915617 1668.276818 1.70696 0.688976 0.973708 8.543047 14.437819 0.181248
2.211057 0.758991 98.245662 1043.306896 0.512985 1.163177 0.093917 9.050195 28.997506 0.045039
0.686762 1.764495 86.970306 1062.614181 0.876979 1.740022 0.084455 2.119281 28.040886 0.096251
0.974366 2.171628 93.887413 1442.02399 1.655077 1.113344 1.038676 7.243027 18.678025 0.127155
2.105403 0.469765 32.586377 983.266103 0.949797 1.967406 0.105603 2.613024 6.150092 0.080457
2.495319 1.923828 24.0724 554.969553 0.404574 1.152669 0.966955 3.67149 14.370409 0.075135
1.129536 0.900205 46.225624 701.884204 0.483655 1.390501 0.474841 10.960439 17.241858 0.071545
2.124954 2.081282 49.548758 1983.311935 0.312369 0.264404 0.121577 0.001605 28.28987 0.024123
1.613624 1.056154 85.442437 839.505048 1.417425 0.868304 0.163445 4.993506 10.059161 0.126177
0.692232 0.478441 43.261556 1947.672913 0.908148 1.571901 0.146633 7.299479 23.454216 0.055336
1.585249 0.340841 12.551087 2369.16834 2.00782 1.122418 0.654135 6.977992 29.623721 0.119495
0.884219 1.80662 92.51835 869.841457 1.567066 0.659312 0.522345 7.030402 28.975938 0.217903
1.97727 1.525264 71.004649 1575.772005 0.102795 0.97045 0.588688 10.840884 13.345982 0.038408
1.955878 1.757835 76.322079 1166.633683 1.318205 1.317562 0.735854 7.601952 9.65421 0.059923
2.361682 1.640212 16.01224 918.944016 0.430466 0.357609 0.828576 0.957115 23.668256 0.054116
1.256857 0.574262 83.85111 1898.661741 1.897292 1.795383 0.279187 7.394269 16.718821 0.078265
2.401785 0.119657 49.76528 2340.185009 1.776807 0.409354 0.034975 0.742969 25.89709 0.115154
0.460059 1.873815 55.824188 1176.210544 1.120453 0.332208 0.153259 9.36416 6.071692 0.190228
1.256494 2.269347 41.563203 425.577928 0.762111 1.804996 0.329603 10.662028 16.309865 0.108412
0.983311 0.92435 17.716839 2415.179305 1.073163 0.377989 0.33213 6.983746 11.588624 0.080622
1.226475 2.016292 58.062376 2446.565721 0.75922 1.611084 0.031176 7.883534 18.382578 0.048265
1.042718 0.448673 99.727757 1373.984458 1.511788 2.069469 1.005274 0.448199 12.246068 0.073516
2.461772 0.081206 79.859815 988.690545 0.61067 0.131564 0.677912 10.043815 5.433151 0.068076
0.394391 0.415886 13.392786 756.7477 1.25519 1.714207 0.611986 5.091549 17.871062 0.09204
2.244969 0.910518 85.959089 1739.180334 0.415679 2.049855 0.894015 5.611272 29.984065 0.049133
1.840626 2.468197 64.953037 1490.707633 0.37962 1.946235 0.252459 3.772977 28.858033 0.061323
0.830434 1.496061 17.761662 759.322746 1.268585 0.413555 0.026597 5.861243 7.98001 0.259201
0.626298 0.099284 93.418141 2053.030291 1.352693 0.601756 0.116175 6.056925 18.24732 0.093467
1.847957 2.191541 7.08289 1771.547965 0.986772 1.199591 0.870168 6.605789 9.37164 0.047021
2.04077 1.221874 23.160187 874.260206 1.036275 0.38968 0.9231 3.007222 7.39038 0.149489
0.935471 1.007471 71.809953 2119.208488 1.273474 1.830969 0.257466 7.098397 21.510123 0.052141
1.577953 2.482948 48.532865 796.93586 1.442601 1.142564 0.930869 8.690508 29.733211 0.128858
1.256207 1.81791 41.02124 1589.277245 2.045182 1.520923 0.480692 1.670209 16.954981 0.133949
2.410699 2.274152 70.306034 2250.593151 1.898478 1.338101 0.755671 7.976605 13.112587 0.093948
0.780431 0.305938 58.490422 2308.098592 0.42268 0.954803 0.140863 4.101517 26.004914 0.031472
0.685441 1.706169 38.07667 1711.819368 0.632684 0.935833 0.327381 5.070035 15.086035 0.036206
0.353781 1.833336 35.597233 654.312345 0.686832 1.337166 0.773134 11.099335 22.671945 0.07125
0.505509 2.442866 98.219992 1992.267575 1.405457 0.485148 0.065239 6.312889 11.271429 0.176413
0.346665 0.549863 47.796019 2149.037305 0.506393 0.275603 1.007532 9.534179 13.239397 0.035007
1.948794 1.794673 18.906845 778.768187 0.26895 1.397668 0.655627 2.237604 8.747744 0.078245
1.046813 2.12353 29.649817 1430.199511 0.589957 0.935116 0.892169 8.865124 11.987849 0.036444
0.677744 0.109364 65.999719 1389.119356 1.99219 0.319721 0.608706 6.345715 18.209216 0.18419
2.279497 1.607918 36.033683 955.22594 0.408868 1.76656 0.999277 7.592296 26.890603 0.074282
0.822125 1.362576 51.724303 2199.580963 1.370382 1.882734 0.728166 6.620523 11.960652 0.045878
0.334134 0.502037 3.024147 2033.693796 0.828719 1.92935 0.99361 6.787965 21.346898 0.057274
0.752811 1.648369 80.91623 1261.30642 0.59836 1.919627 0.561814 1.552167 7.901997 0.066181
0.690514 1.183481 17.583506 1640.395041 1.670304 1.317768 1.076421 8.794793 8.358196 0.104222
