predictors interp Dz Dt z_max normalisation metric linkage n_clusters CHindex
1 0 1 0 3 1 0 0 0 1.5164258977895462
1 1 1 2 3 0 1 3 1 0.02025110369193422
1 1 0 1 1 1 3 5 0 0.6693676626541607
0 0 2 2 3 0 1 3 2 0.026244827584931334
0 0 2 1 3 1 0 0 3 0.6479900029584045
0 0 1 1 3 0 2 4 5 0.6281883578852214
1 0 1 1 2 0 1 2 5 0.46144129408817086
1 1 3 3 2 1 0 0 3 1.0030893922349675
0 0 3 3 3 1 2 4 4 0.8841035341642617
1 1 0 2 2 0 1 2 4 0.529064413930913
1 1 0 2 2 1 0 2 2 0.7291565708158817
0 1 1 1 2 1 0 3 1 0.02843525183314385
1 0 1 0 0 1 0 5 5 0.6365865349525789
1 1 0 0 3 1 3 0 1 1.1122459377665856
0 1 1 2 1 0 2 2 1 0.8924105445572952
0 0 2 0 3 0 0 2 0 0.337969066749147
0 1 2 2 2 0 2 2 3 0.6596949410218194
0 0 2 0 2 0 3 3 2 0.000919639305088148
0 0 1 2 3 0 2 0 2 0.07624353878324006
1 0 0 0 3 0 3 5 5 0.4702219167640065
1 0 2 2 2 0 1 5 4 0.5112875335716003
0 0 2 0 2 1 1 2 3 0.7140459051179463
0 0 0 0 3 1 0 0 4 0.5149887046516051
1 0 1 2 1 0 1 3 4 0.0027126456339194843
1 1 3 3 3 1 1 5 2 1.0463752920950147
1 0 0 1 1 1 1 0 0 0.6223633842087909
0 0 1 1 2 0 2 4 3 3.9589468319542775
1 1 3 3 1 0 3 0 0 0.4375719096817622
1 1 2 4 3 1 1 0 2 1.0775936399232249
0 0 1 0 0 1 1 5 3 0.5380023045777202
0 0 1 1 1 0 2 4 2 0.7595346382204631
0 0 0 1 1 1 1 2 4 0.5849650557685995
0 1 2 1 0 0 2 0 2 0.7722130304919911
0 0 1 0 3 1 0 3 3 0.00032085398031529613
1 0 2 0 2 1 1 5 2 0.9457972206986907
1 1 0 1 2 1 0 2 5 0.8187565702272892
0 1 0 0 1 0 2 0 0 0.5355090219466189
1 0 1 1 3 1 1 2 4 0.927330926734425
1 1 0 1 3 0 1 2 1 0.7692482670436745
1 0 1 2 3 1 0 2 5 0.8031731341677961
0 0 2 0 2 1 2 4 2 0.6629802687947789
1 1 0 2 2 0 3 3 0 0.0004439776091233158
0 0 2 2 2 1 0 5 1 0.3459896704971882
0 1 2 0 2 1 0 2 0 0.28968665147892114
0 0 0 1 0 1 1 2 0 0.5512218539096738
1 1 0 0 2 1 2 4 0 1.160729196629223
0 1 2 4 2 0 0 5 3 0.7577419791164662
0 0 0 1 0 1 2 3 4 0.00115368136560464
1 0 0 2 3 1 1 2 0 1.0842265900043462
0 1 2 4 2 0 2 4 2 0.7796047150896741
0 0 1 0 0 0 0 3 0 0.0007346530288040285
0 0 0 0 1 0 0 0 2 0.6088076908250182
0 0 2 2 1 1 1 0 1 0.9308734617154732
0 0 1 1 1 1 2 3 0 0.0012318979691530452
1 1 2 2 0 1 0 5 2 0.9832247719641878
0 0 2 2 2 1 2 4 5 0.8330102655114173
1 0 0 2 1 0 0 0 2 0.4950918754006848
1 1 2 0 2 1 0 2 3 0.9715592302428974
1 1 2 4 3 1 1 2 2 1.4444024326020217
0 0 3 3 3 0 0 0 5 0.4296072497296704
0 0 1 1 1 1 0 0 0 0.39589238084060946
0 0 2 0 3 1 2 1 1 0.39561752631637204
0 1 0 2 2 1 3 2 2 0.8556325599713581
1 0 2 0 0 1 2 1 1 0.6473253108095799
1 1 2 4 2 0 2 0 1 0.5087323262092903
1 1 1 0 2 0 3 2 0 0.5863581108321577
1 0 0 0 0 0 3 0 0 0.5086547472348824
1 1 2 4 1 0 2 0 5 0.3598191392906028
0 1 2 1 2 0 1 3 4 0.0840706378831193
1 0 2 0 0 1 2 1 3 0.6332887647989222
1 1 2 2 3 1 2 0 3 0.9869882820977827
1 1 0 4 1 1 2 0 2 0.9361306642557419
0 0 3 3 3 1 3 0 4 0.5444365555157505
0 0 2 1 3 0 1 5 0 0.1920389207872523
0 1 1 2 3 1 2 1 5 0.7107083797888442
0 1 0 0 0 0 3 0 4 0.5301914283856728
0 1 2 2 2 1 0 0 0 0.312390770731553
0 1 0 4 2 1 2 2 5 0.726067491144834
1 0 2 2 0 0 0 3 4 0.028008806871969806
0 0 0 0 1 0 0 2 2 0.5461396035908553
1 1 2 2 1 0 2 1 4 0.5687099037365599
0 0 1 1 3 0 2 4 3 0.678203202656121
0 1 0 1 3 0 2 1 2 0.19553567004447692
1 1 3 3 0 1 0 0 0 0.8427477026862477
0 0 0 1 3 0 0 3 1 0.02603652157086737
0 1 1 0 1 0 0 5 2 0.8579216241537813
0 1 3 3 2 1 2 1 5 2.1382568194623173
0 1 1 0 1 0 0 5 0 0.5604136439686292
0 1 0 4 3 0 2 2 1 0.35152333594166973
0 0 0 1 1 1 0 0 0 0.4508462024228394
0 1 2 2 1 1 0 2 3 0.8991582459122023
0 0 1 0 1 1 3 3 0 0.0006154925449572116
1 0 3 3 2 1 0 3 5 0.1627397448496722
1 0 1 2 1 0 1 3 2 0.002943313828350074
0 0 1 2 1 0 3 5 0 0.4636106651344722
1 1 2 2 1 0 2 2 0 0.5046932367207496
0 1 1 1 1 0 2 0 5 0.6620751719526604
0 0 2 1 0 0 2 2 2 0.6351033614496246
0 1 2 1 3 0 0 3 1 0.03446283238280385
1 1 0 2 3 1 0 0 5 1.034349614349938
1 1 2 4 3 0 0 2 1 0.3069598691704795
1 1 2 1 0 0 2 0 1 0.9860890113970131
1 0 2 1 0 1 2 3 2 0.001978655206107501
0 1 1 0 0 0 3 0 1 0.8250510504436397
0 0 2 0 1 0 2 5 5 0.44285770538974983
0 0 0 1 3 0 0 5 1 0.45300219882193843
1 1 1 0 0 1 2 4 5 0.9335904427424636
0 1 2 4 3 0 3 0 4 0.5730312885372845
0 1 0 4 2 0 3 5 1 0.5593691812095882
0 1 2 0 2 1 3 0 4 0.7013321953256142
1 0 2 1 0 0 1 2 3 0.5146633774055815
1 0 2 0 0 1 2 1 3 0.6332887647989222
1 0 1 1 1 0 0 0 4 0.419878882319062
1 1 1 0 3 0 1 3 2 0.00019500229946841824
1 1 2 1 1 0 2 3 0 0.05716286370172602
1 0 3 3 3 0 3 0 5 0.6265677553176765
1 0 0 2 3 0 2 2 5 0.5127953192382676
0 1 1 1 1 0 2 0 2 0.429321488920829
0 1 1 2 1 0 3 5 5 0.6411135652140783
0 0 2 2 2 0 0 2 5 0.5913518558764882
0 0 3 3 0 0 1 2 3 0.7253865320970445
1 0 0 0 1 0 0 3 1 0.00017019190188224224
1 1 2 0 0 0 3 0 0 0.7048637464033585
0 0 1 1 2 0 2 3 3 0.0013279085703620964
1 0 0 2 3 1 2 0 2 0.887664895345344
1 0 1 1 3 1 3 3 5 0.015822580021147337
0 0 0 2 1 1 0 3 3 0.022894700150873918
1 0 3 3 2 1 2 1 1 0.5485372911977936
1 0 1 2 0 0 1 5 1 0.7059579999840601
0 0 0 2 3 0 3 5 0 0.21678839758097623
1 1 0 4 1 0 3 0 5 0.6275837061228531
0 1 2 2 3 0 2 4 3 0.7336256129562071
0 1 2 0 2 1 2 4 4 1.0257504948346474
1 1 0 0 2 0 0 0 5 0.346250974976864
1 1 2 0 3 1 2 1 0 1.3802642586720397
0 1 2 4 3 1 2 5 3 0.721554045507567
0 1 3 3 1 1 2 4 3 1.1668419522270368
1 1 0 0 0 0 2 1 5 0.5922185749637996
1 0 1 2 2 1 3 3 4 0.001583537817151639
1 0 0 1 1 1 1 3 1 0.0003478478776750915
1 0 3 3 0 1 0 2 2 0.6619252078416255
0 1 0 4 2 1 3 2 5 0.726067491144834
0 0 0 0 2 1 1 0 3 0.20814510812965772
1 0 1 2 0 1 3 0 3 0.7885558956443413
0 1 2 0 0 0 1 0 0 0.7764874374796856
0 1 0 2 1 1 3 3 3 0.01993275962593237
0 0 0 0 1 0 1 2 3 0.7654838131021562
1 1 1 0 1 1 2 4 3 0.9045601240754263
0 0 2 1 0 0 1 0 4 0.5077617097517213
1 0 1 1 3 1 3 3 4 0.000393047569123142
1 0 1 1 2 0 2 5 3 0.504042440621151
0 1 3 3 2 0 2 3 5 0.0017691069490221565
1 0 2 2 0 1 2 2 3 0.73918251333593
1 1 0 2 2 0 2 0 0 0.32187250684935875
0 0 0 1 0 1 2 2 0 0.6022658461454778
1 1 1 2 3 1 2 0 4 1.0749786292694878
1 0 1 2 2 1 0 3 0 0.0006818855650512906
0 0 3 3 1 1 0 5 2 0.838239852675641
0 0 2 0 2 0 2 1 3 0.3898601429300877
0 1 2 4 0 1 0 2 2 0.8479635567111286
1 1 1 0 2 0 1 5 0 0.26056995389565235
0 1 1 1 3 0 2 1 5 0.46353666507960667
0 0 2 2 0 1 2 2 1 0.8606645527205885
1 1 0 0 2 0 3 3 2 0.00018503272531296793
1 0 1 0 1 1 1 3 0 0.000408552823653875
1 1 2 4 2 0 2 3 5 0.0003812798483538073
1 1 2 4 2 1 1 0 5 0.929714816858639
1 0 2 0 1 1 3 5 4 0.6919879797390259
1 1 3 3 0 0 3 0 3 0.6674875036698495
1 0 1 1 2 1 1 3 3 0.0005527788937181539
1 1 3 3 1 1 1 2 0 0.6044524131615789
1 1 0 2 0 1 2 3 3 0.014338487100121467
0 0 2 1 3 1 0 2 0 0.7370779295383868
1 0 0 0 1 1 1 3 3 0.00012827246679641144
0 1 0 0 1 0 0 5 2 0.7435606194516718
1 0 2 0 1 1 1 3 5 0.0010765167136833416
1 1 1 1 2 1 1 5 2 0.6583429140347777
0 1 2 4 1 1 3 5 5 0.7783793604000384
1 0 2 0 3 0 1 2 1 0.7446921059190535
1 1 0 1 0 1 3 5 1 0.9180239063689225
0 1 2 2 0 1 3 0 2 1.2788945227468418
1 1 1 0 1 0 2 2 4 0.6550342503459637
1 1 1 4 2 0 0 2 2 0.31316921952342025
0 0 0 1 2 0 2 3 0 0.0004475961338328526
0 0 2 2 1 0 3 3 4 0.11288028922118326
1 1 0 2 2 1 0 0 5 0.8670775450828182
0 1 1 4 2 0 0 3 4 0.0004962679992709265
0 1 1 4 3 1 2 5 5 0.4909058857350823
1 1 1 2 1 0 0 5 0 0.4264472222532573
1 0 3 3 3 1 1 3 1 0.2513044096431469
1 1 0 1 1 0 2 2 0 0.4166592011581022
0 1 1 1 2 1 1 3 3 0.015162088926330445
1 0 1 0 0 0 2 2 5 0.6012395010110377
0 0 2 0 3 0 2 3 2 0.017025716916776217
1 0 3 3 2 0 0 0 0 0.35476603575286775
1 0 0 2 0 0 3 3 4 0.0011617625290949944
0 0 0 1 0 0 2 4 3 0.8461228124933758
0 1 1 2 2 0 0 0 3 0.3485635825676585
0 0 2 0 3 1 3 2 4 0.5846027733649201
0 1 0 2 1 0 2 1 1 0.7821490385451115
1 0 2 1 3 0 1 2 3 0.46525250138817464
0 1 2 2 0 0 2 1 2 0.6794987823307885
0 1 1 1 2 1 3 5 5 0.4220772068530005
0 0 2 1 1 0 1 0 5 0.2919648877623838
1 1 2 4 3 1 0 3 0 9.835814873018817e-05
0 0 0 1 0 0 0 0 1 0.3741125717069288
1 0 1 1 0 0 0 0 1 0.6758683890371703
0 1 2 0 0 0 2 5 4 1.0507518463535905
0 1 0 2 0 1 3 0 1 0.7108056390550992
0 1 1 0 0 1 3 5 0 0.6782578279626881
1 0 0 0 2 1 2 5 5 0.6106441605940474
0 0 1 0 2 0 2 4 0 0.5007228239033492
0 1 0 2 0 1 3 5 5 0.8624122038605723
0 0 1 2 2 0 1 2 0 0.3013897128444582
1 0 0 0 3 1 3 3 0 9.208295781271243e-05
0 0 1 2 2 0 2 1 5 0.36268572636782354
1 1 2 4 2 0 1 2 0 0.5701284055571891
1 1 0 4 0 0 2 0 1 0.8053238540021266
1 0 2 0 0 0 1 0 2 0.4854317260776172
0 0 1 0 2 0 1 0 1 0.37630458860138766
1 1 2 2 3 0 3 3 5 0.03610461577713971
1 0 3 3 0 0 0 0 4 0.6831939203253107
1 1 1 1 1 0 1 5 5 0.6542946476516335
1 1 2 2 1 1 2 3 3 0.07752890036451665
0 0 1 0 0 1 3 3 3 0.000747944600184221
1 1 2 2 2 0 1 2 0 0.5145603509354365
1 1 2 2 1 0 3 0 5 0.6410098877046815
0 1 2 1 0 0 3 5 1 1.0450681997532247
0 1 2 0 0 0 0 2 5 1.06002813004767
1 1 1 1 3 0 3 5 5 0.414597226265921
1 1 2 1 3 0 1 3 4 0.010184250035972144
1 1 0 1 3 1 2 1 4 1.0752464302016158
1 1 0 1 3 1 2 2 5 0.9933295130432606
1 0 1 1 1 0 2 0 3 0.4991066477727035
1 0 0 0 0 0 1 0 0 0.4202044776723378
1 1 2 2 3 1 1 0 3 1.4769662847743554
1 1 2 1 1 1 1 2 1 0.7297505142046655
1 1 1 4 2 1 0 5 2 0.7886794602194966
0 1 1 2 2 1 2 3 4 0.06065227125015442
1 1 3 3 2 0 2 4 5 0.906764690426971
1 0 2 1 3 0 1 5 4 0.7187987295139848
1 1 0 4 1 0 1 3 2 9.723016851383657e-05
0 0 2 2 3 0 3 2 1 0.2857869981614621
1 0 1 1 1 0 3 3 2 0.0005304252078134184
1 0 1 0 1 0 3 5 5 0.5536435128234436
1 1 2 4 2 1 2 2 4 0.9930198577837211
0 1 1 4 1 1 0 5 0 0.42989826670331505
0 1 1 0 1 0 2 0 3 0.32759913572398325
0 0 0 2 1 1 1 5 4 0.5225723149315169
1 0 0 0 1 0 0 0 2 0.43469919150028896
0 0 2 0 0 0 0 3 3 0.15107301270380913
0 0 0 2 2 0 2 4 4 0.7124003720018999
1 1 2 1 2 0 0 2 1 0.5465302529931755
1 0 2 0 3 0 2 2 0 0.37111009578650606
0 1 2 4 3 0 1 0 5 0.46791623189154175
1 0 1 1 2 0 2 5 0 0.24510962728236213
0 0 1 0 3 1 0 3 0 0.00022526669483707412
0 1 3 3 1 1 2 1 2 0.7528045834079606
0 1 2 2 2 1 2 0 2 0.47819425074291927
0 0 0 2 2 0 3 0 5 0.5427820454078065
0 1 3 3 2 0 1 3 0 0.0013990373009352098
0 1 2 0 0 0 1 5 4 1.0716874245078671
0 1 0 4 2 1 2 4 2 0.733024563646687
0 0 0 1 1 0 3 3 0 0.0006501752160981582
1 0 3 3 0 1 2 1 0 0.42726670339365946
0 1 0 4 2 1 3 5 3 0.6877734712156456
1 1 1 2 3 1 3 2 2 0.8389167469620875
1 1 1 0 2 1 0 3 3 0.00017955088333542854
0 1 2 0 1 1 0 2 3 0.9744575697306465
0 1 0 1 2 0 0 2 1 0.5322715164474819
1 0 3 3 0 1 3 3 2 0.12323999259826478
0 0 0 2 3 0 3 0 2 0.40526372668378324
1 0 1 0 3 1 0 5 3 0.8432228683170345
1 1 0 4 0 0 2 3 2 8.883583429730938e-05
0 1 1 4 3 1 0 2 5 0.5990887081564733
0 0 0 0 3 1 3 3 1 0.00014657235761723813
1 0 1 2 2 1 2 1 3 0.6850456706584376
1 1 2 2 3 1 0 2 3 1.3558096129288193
1 1 0 4 2 1 3 3 2 5.676074881361422e-05
0 0 2 1 0 0 0 2 1 0.7527733351554596
1 1 0 0 1 1 0 3 5 0.00021182412728980003
1 0 2 1 1 1 3 2 4 0.8613683047906235
0 1 2 4 2 0 3 5 4 0.5418198564132751
1 0 1 1 1 0 1 2 3 0.5621168008910602
1 1 0 2 2 1 2 5 4 0.6742074075304487
0 0 2 1 0 0 2 2 5 0.6772706884079623
0 1 1 2 1 1 0 3 0 0.0054192379232908755
0 1 2 4 3 1 2 5 1 0.297721932301618
0 1 1 1 2 1 1 2 5 0.865546890873109
1 1 1 4 1 0 2 0 0 0.3923872186654256
0 0 3 3 1 1 3 2 5 1.0231978831536699
1 0 3 3 3 0 1 3 2 0.0005212897977579019
0 0 0 1 0 0 2 0 4 0.496311753486674
0 1 2 1 3 1 2 4 2 0.9499465235817754
1 0 3 3 1 0 2 1 3 0.41308744040875883
0 0 3 3 0 1 3 5 5 0.9451111971158415
0 1 0 2 2 1 2 4 2 0.8581541257678303
0 1 3 3 3 1 1 3 5 0.009199953847534498
0 1 3 3 1 0 2 5 4 0.7647432681033196
1 1 0 4 1 0 2 5 1 0.6200159026997834
0 0 0 1 1 0 2 2 3 0.687117217586824
1 0 1 1 1 0 0 2 1 0.5952347931629219
1 0 3 3 3 0 3 2 2 0.5083811951824485
0 1 1 2 1 0 1 0 1 0.6433650237146008
1 0 0 2 3 1 3 0 4 0.8569680090476771
1 1 0 0 1 1 0 5 3 0.6184538448595748
1 0 0 1 1 0 0 5 0 0.36432464509303497
0 1 1 2 0 1 1 2 4 1.085662188569755
0 0 2 2 2 0 3 3 5 0.02046258187304998
1 0 2 2 0 1 3 5 1 0.8011733798050733
0 0 0 1 1 1 2 2 3 0.7316810658543161
0 1 2 4 2 0 1 5 1 0.6909667315314333
0 1 0 0 0 0 2 3 4 0.0007750851436634405
1 0 0 0 2 1 1 0 2 0.6434199292187145
1 1 0 1 0 1 1 2 1 0.7586268935036035
1 1 2 2 1 1 2 3 1 0.01800244197567256
0 1 0 4 1 0 1 5 2 0.8019824232871232
1 0 1 1 3 1 2 2 2 0.8678356564099543
1 1 2 0 1 1 0 5 5 0.8205064133708451
0 1 1 2 1 0 0 3 0 0.5354981951572739
0 1 0 0 3 0 1 3 2 0.0001570725808570546
0 1 1 1 1 1 3 3 4 0.10530817927920667
0 1 0 4 1 1 2 3 4 0.0003652638440591175
1 0 0 0 3 0 0 2 3 0.46670314619429204
1 1 1 0 0 1 2 0 5 0.7225649613364175
1 0 0 2 1 0 0 3 1 0.03124644758389659
0 0 0 1 1 1 2 1 1 0.5012099109703408
0 0 1 2 3 0 1 2 2 0.5377625428573355
0 1 0 2 0 1 1 2 3 1.0764246609537609
1 1 1 2 2 1 3 5 5 0.9712320320564217
1 1 1 2 3 1 2 3 0 0.0009836798435174116
1 1 1 2 2 1 0 0 5 0.7958380559874075
1 1 1 1 3 1 3 2 2 0.970196103193791
1 1 0 4 1 1 0 5 2 0.8506209223063398
1 1 1 2 1 1 3 5 3 0.6761346767899009
0 1 1 0 2 1 2 4 0 0.6489370688700792
0 1 1 4 2 0 0 2 1 0.6430850316336971
0 1 2 4 2 1 0 2 2 0.7577711416760876
0 0 3 3 3 0 0 5 1 0.42253264005480706
1 1 2 4 1 1 2 4 1 0.9208338431212095
1 1 1 4 1 1 3 0 5 0.8837874967781225
1 0 1 2 1 1 2 0 0 0.24475375437314423
0 0 2 1 2 0 2 3 1 0.04950193070643799
0 0 0 1 2 0 2 0 5 0.36004179992660834
1 0 3 3 2 0 2 1 1 0.5820003438950471
0 1 2 4 2 0 3 3 5 0.0011943824211466793
0 1 0 1 2 0 1 5 2 0.5669297910669846
1 1 2 0 1 0 1 5 0 0.46177929212841506
1 0 0 0 1 0 1 2 5 0.5298112999001404
1 0 2 1 2 1 2 3 2 0.0014346239448561732
0 0 2 2 3 0 0 0 4 0.35533616537527685
0 1 0 2 3 1 2 4 1 0.8730651860008637
0 1 3 3 2 1 3 5 0 1.7283812247462766
0 0 1 2 2 1 1 2 2 0.667809371916392
1 0 0 0 0 1 3 0 0 0.7054598987468759
1 0 1 0 0 0 3 3 3 0.000632648917941903
0 1 3 3 0 1 1 2 0 0.7543183025998742
1 0 0 2 0 1 2 4 0 0.7852903820853893
1 0 3 3 1 0 1 3 0 0.00033055731650271904
0 1 1 2 3 0 2 5 1 0.3624822550532875
0 1 0 4 1 0 2 1 5 0.32346596852307313
0 1 1 0 0 0 2 4 2 0.9397053658803746
0 0 0 0 1 1 0 2 5 0.606721611718877
0 0 1 0 1 1 1 2 2 0.7056700895764003
1 0 0 2 3 0 2 4 5 0.7569907512853203
1 1 1 1 2 0 0 2 0 0.2881164535145444
1 1 0 1 1 1 0 0 1 0.8329571700831623
0 1 0 0 2 0 0 5 5 0.6051519341335535
0 0 1 1 1 1 1 3 1 0.0384188338747533
0 0 1 0 0 0 1 2 0 0.5782407831958164
1 0 1 2 2 1 0 2 4 0.7512848844455132
1 1 0 0 3 1 2 5 5 1.0147864575307424
1 0 1 2 1 1 2 1 0 0.25587138459311465
0 0 1 2 0 0 0 0 5 0.5739625738456887
0 1 1 4 1 1 2 4 3 0.9566626824324985
1 0 1 0 3 1 1 0 2 1.1036648774641937
1 0 2 2 2 0 3 0 4 0.43267759165709646
0 0 2 0 0 0 0 0 4 0.7229545728872543
1 0 0 1 0 1 2 5 1 0.6545395851560853
0 0 2 2 2 1 3 3 3 0.019867027777221765
0 0 0 0 1 1 2 2 4 0.7610634057019361
1 1 3 3 1 0 1 3 3 0.002309459888209349
1 0 1 2 1 0 3 3 0 0.0010565230619779373
0 1 2 2 2 1 1 5 3 0.6334686563818552
1 0 1 2 0 1 0 5 3 0.7685618262654268
0 0 0 2 2 1 0 3 3 0.016764256774103682
0 1 1 1 2 0 0 5 5 0.5903560676674858
0 1 0 0 3 0 0 0 0 0.21886560748948683
1 0 2 2 1 1 0 0 4 0.6734652901719518
0 1 0 4 3 0 2 4 0 0.700945818924584
1 1 0 0 1 0 3 3 1 0.00018020335537146588
0 1 1 2 1 1 1 5 3 1.0258404476038183
1 1 2 4 3 1 1 5 0 1.1303490401840863
1 1 0 2 0 1 3 3 1 0.0009511639942813859
1 0 1 1 1 0 2 2 1 0.6949365544138771
0 0 2 2 3 0 2 5 1 0.38478838560700496
0 0 1 0 1 1 0 0 0 0.3949222724157638
0 1 2 0 1 1 2 5 0 0.35888717567018613
1 0 2 2 0 1 1 0 0 0.6424502431185374
1 0 0 0 3 1 2 0 3 0.7014313020525582
0 1 2 0 0 0 2 4 1 0.9594749565422405
0 0 1 1 2 1 2 0 3 2.0997563916228255
1 0 2 2 3 1 3 5 5 1.1410476078473362
1 1 2 0 3 0 0 3 2 0.00037896725092848884
1 0 1 0 3 1 0 2 2 1.0412667893659147
1 1 1 2 3 1 3 3 0 0.0009836798435174116
0 1 1 1 3 0 0 3 3 0.014816301039421867
1 0 1 2 2 0 2 4 5 0.6171844741099044
1 0 1 2 3 1 3 5 2 0.5875337668821887
0 1 1 0 3 1 0 3 1 0.000506646384010941
1 1 0 4 1 0 0 3 2 9.723016851383657e-05
0 0 3 3 0 0 2 2 4 0.9241151133521872
0 0 2 2 2 1 1 3 5 0.014519155319867413
0 1 2 0 1 1 0 0 4 0.7491374048101044
1 1 1 4 3 1 2 2 1 0.4340842918097053
0 0 0 0 3 1 3 5 5 0.5146539790987582
1 1 2 1 2 1 2 5 1 0.9160992156169124
0 1 0 4 3 0 0 5 5 0.7082928733309085
0 1 2 0 1 1 1 5 2 0.5543897215933357
1 1 2 4 1 1 2 3 1 9.954053908903197e-05
1 0 0 1 1 0 1 5 5 0.6195196645049238
0 1 2 2 3 0 2 0 0 0.06417216138595436
0 0 3 3 0 1 0 3 0 0.07449366580373457
1 1 2 1 3 1 2 0 4 1.1761905058240611
0 0 0 2 0 0 0 2 4 0.834003175266244
1 0 0 1 3 0 1 5 0 0.05246459335771302
0 0 1 2 0 1 1 5 2 0.4562894273856042
1 0 1 2 2 0 0 5 3 0.3937759982336534
1 1 2 0 3 0 2 5 3 0.7759828749070119
0 1 2 1 3 1 2 5 5 0.6696595626742953
0 1 0 2 1 0 1 2 2 0.8466616227462498
0 1 1 1 2 0 2 4 2 0.7875363163782688
0 1 0 2 0 1 3 2 3 0.8884579344663088
0 0 1 1 0 0 1 2 0 0.5853845144144043
1 0 1 1 0 1 2 5 2 0.7733660090502587
0 0 3 3 0 1 3 3 5 0.01328672030907549
1 1 1 4 0 0 2 4 1 0.7075457734791606
0 0 2 1 3 1 0 2 0 0.7370779295383868
1 0 1 1 0 1 2 4 3 0.8169250562844262
1 1 1 0 1 1 3 2 2 1.047209757731274
0 1 0 0 3 1 3 0 1 0.5509123860424827
0 1 2 2 3 1 2 0 1 0.5751259397127854
0 0 2 1 3 1 0 2 0 0.7370779295383868
1 1 2 0 3 0 1 0 2 0.6955226257928534
0 1 1 2 1 1 3 0 3 0.7799663280576165
1 0 2 0 1 0 2 3 1 0.00068272742897484
0 1 0 2 3 0 2 2 4 0.5848757059513391
0 1 2 4 0 1 0 3 1 0.0016158171663111964
0 0 1 0 1 1 2 5 1 0.4456277167292754
1 0 2 0 2 0 2 5 3 0.31878820190556734
1 1 1 0 3 1 3 2 0 1.260088719126232
1 1 1 4 3 1 0 3 3 8.407588114777806e-05
1 0 3 3 3 0 1 3 3 0.011221559755289974
0 1 2 1 1 0 0 5 3 0.7118502996474856
0 1 0 0 1 1 1 5 4 0.5843379632771727
1 1 0 1 2 1 0 3 5 0.0005690716591834152
0 0 0 2 2 0 0 2 1 0.5086145878243542
0 1 1 2 0 1 3 5 0 0.6757036748809121
1 1 2 2 3 1 3 5 2 0.9291155182419385
1 0 0 0 1 0 0 5 0 0.35967834765018
0 0 0 0 1 1 0 0 5 0.4090591496010152
1 0 0 2 2 1 2 4 3 0.9010501258655819
1 0 2 2 0 0 2 5 0 0.47094601846685397
0 0 1 2 0 0 0 5 4 0.7229489549352986
1 1 1 4 3 0 2 5 0 0.4815333047675193
1 0 2 1 3 0 0 0 1 0.09155100054695275
0 0 2 1 3 0 3 2 1 0.34506339037266687
0 0 0 1 0 0 2 1 4 0.8196037169349201
1 1 1 1 3 1 1 2 2 0.8510582249983829
1 1 3 3 3 1 3 3 5 0.23103086625714106
0 0 0 1 0 1 1 2 3 0.661022531712568
0 1 1 1 1 0 0 5 4 0.7301761458447276
0 0 0 0 2 1 2 1 2 0.5380169871281666
1 1 1 0 1 1 2 0 5 0.6587559138405402
1 0 1 1 3 0 0 3 5 0.027291288025489573
0 1 0 4 1 0 2 4 4 0.8874939663401145
0 0 2 2 2 1 3 5 5 0.5025289679477717
1 0 2 2 0 0 3 5 5 0.6117928733028964
0 0 2 2 1 1 1 5 3 0.715924175711214
1 1 3 3 0 1 0 3 4 0.12342762257931097
0 1 0 2 1 0 3 3 5 0.018658101936489053
1 0 1 0 3 0 2 2 5 0.5785315356100089
1 1 0 2 1 1 2 4 4 1.0014438544381459
1 1 2 1 1 0 0 0 4 0.5658904456420191
1 1 0 4 2 0 3 5 5 0.5796971343063408
1 1 1 4 3 1 0 5 0 1.6478268579071045
0 0 1 2 0 0 1 3 3 0.004909495630080803
1 1 0 0 1 1 3 2 5 0.6709628073389037
0 0 1 0 1 1 3 3 3 0.0007295241889927086
1 0 2 0 3 0 1 0 1 0.676269572331301
0 1 2 4 3 0 0 5 0 0.0764515991190508
1 1 2 1 2 1 2 3 1 0.0015449436688640666
0 1 2 4 0 0 0 3 0 0.0025186087823737616
0 0 2 0 1 1 1 2 3 0.42448995383520366
1 1 1 2 1 0 0 0 1 0.2266558099964306
0 1 2 2 2 0 2 3 1 0.049896293297824544
1 0 0 1 1 0 2 1 2 0.42204822239505896
1 0 0 2 1 0 2 1 4 0.5602055617604578
0 0 3 3 3 1 3 2 0 0.49312141944814586
1 0 0 2 0 0 3 3 5 0.0014111013708315294
0 1 2 0 1 0 1 3 0 0.07806742798604524
0 1 0 2 2 1 1 2 3 0.7047783839754871
1 1 3 3 0 0 1 2 5 0.90033323071667
1 0 3 3 2 1 0 0 3 0.9413381158039181
0 1 2 4 1 0 1 3 4 0.11276202476749578
0 0 1 0 3 1 0 5 0 0.04257065262658328
1 0 1 1 2 1 0 3 5 0.0004166236791728921
0 1 2 4 2 0 2 0 0 0.38675797418850527
0 0 2 2 2 0 1 2 3 0.5175863104901924
1 0 0 2 2 1 3 0 2 0.8193219549827836
1 0 1 2 2 0 2 4 0 0.4634706179916905
0 1 2 2 1 0 1 0 1 1.0235683160308193
1 1 1 2 3 0 0 2 2 0.27307345866700156
1 1 0 4 1 0 2 3 1 0.00010848887047161523
0 1 0 1 0 1 2 0 5 0.7986714885769031
0 1 1 2 0 1 1 5 3 1.0758428267697837
